ticket_id,product,priority,status,short_description,description,closed_notes
TKT-01878,OneDrive,P3,Closed,Issue with send delivery,Issue with send delivery. Error occurs when attempting to sync. inbox and calendar also affected.,Implemented patch. Issue no longer occurring.
TKT-01879,OneDrive,P3,Closed,How to setup learn in OneDrive,How to setup learn in OneDrive. User has tried restarting without success.,Resolved best practice inquiry. Tested successfully with user.
TKT-01880,PowerBI,P3,Closed,PowerBI not update on tablet,PowerBI not update on tablet. Error occurs when attempting to open. mobile and offline also affected.,Fixed remote crash. Tested successfully with user.
TKT-01881,PowerBI,P2,Closed,sync error when trying to access,sync error when trying to access. User reports folder denied affecting productivity.,Escalated to vendor support. Resolution: collaborate replaced.
TKT-01882,Smartsheet,P3,Closed,Cannot login Smartsheet on smartphone device,Cannot login Smartsheet on smartphone device. User reports tablet error affecting productivity.,Escalated to tier 2. Resolution: phone updated.
TKT-01883,Outlook,P4,Closed,Need help with credential issue,Need help with credential issue. User has tried reinstalling without success.,Implemented fix. Issue no longer occurring.
TKT-01884,SharePoint,P1,Closed,MFA expired preventing access to SharePoint,MFA expired preventing access to SharePoint. This is impacting project deadlines.,Resolved by updating MFA. User confirmed working.
TKT-01885,SharePoint,P4,Closed,sync corrupted when trying to download,sync corrupted when trying to download. User reports download failure affecting productivity.,Escalated to tier 2. Resolution: sync updated.
TKT-01886,Smartsheet,P3,Closed,reset problem preventing access to Smartsheet,reset problem preventing access to Smartsheet. Error occurs when attempting to reset. credential and expired also affected.,Resolved locked failure. Tested successfully with user.
TKT-01887,Excel,P1,Closed,Need to install install for Excel,Need to install install for Excel. This is impacting team collaboration.,Implemented update. Issue no longer occurring.
TKT-01888,OneDrive,P2,Closed,Request access to download in OneDrive,Request access to download in OneDrive. User reports folder corrupted affecting productivity.,Implemented update. Issue no longer occurring.
TKT-01889,Email,P2,Closed,Unable to edit collaborate in Email,Unable to edit collaborate in Email. Error occurs when attempting to move. folder and sync also affected.,Resolved by resetting collaborate. User confirmed working.
TKT-01890,Outlook,P2,Closed,timeout dropped affecting Outlook access,timeout dropped affecting Outlook access. This is impacting project deadlines.,Resolved by reinstalling timeout. User confirmed working.
TKT-01891,Teams,P3,Closed,Need to configure installation for Teams,Need to configure installation for Teams. User has tried reinstalling without success.,Resolved by updating installation. User confirmed fixed.
TKT-01892,Excel,P3,Closed,laptop not responding properly,laptop not responding properly. This is impacting team collaboration.,Resolved display damaged. Tested successfully with user.
TKT-01893,PowerBI,P1,Closed,Request access to denied in PowerBI,Request access to denied in PowerBI. This is impacting project deadlines.,Escalated to vendor support. Resolution: folder reconfigured.
TKT-01894,Email,P2,Closed,Issue with attachment synchronization,Issue with attachment synchronization. User reports meeting permissions affecting productivity.,Corrected send display. Tested successfully with user.
TKT-01895,SharePoint,P3,Closed,Need to configure license for SharePoint,Need to configure license for SharePoint. Error occurs when attempting to configure. version and update also affected.,Deployed configuration change. Issue no longer occurring.
TKT-01896,Email,P1,Closed,Request access to sync in Email,Request access to sync in Email. User has tried restarting without success.,Escalated to tier 2. Resolution: file reconfigured.
TKT-01897,OneDrive,P3,Closed,Need help with expired failure,Need help with expired failure. User has tried restarting without success.,Resolved authentication expired. Tested successfully with user.
TKT-01898,Email,P1,Closed,version error when attempting deploy,version error when attempting deploy. This is impacting project deadlines.,Resolved update failure. Tested successfully with user.
TKT-01899,Email,P3,Closed,iOS app failure,iOS app failure. Error occurs when attempting to sync. phone also affected.,Applied update. Issue no longer occurring.
TKT-01900,Smartsheet,P1,Closed,Smartsheet unavailable due to connectivity problem,Smartsheet unavailable due to connectivity problem. User reports disconnect dropped affecting productivity.,Escalated to tier 2. Resolution: connection updated.
TKT-01901,Teams,P1,Closed,mouse failure requiring support,mouse failure requiring support. Error occurs when attempting to connecting. keyboard also affected.,Resolved by reinstalling mouse. User confirmed fixed.
TKT-01902,PowerBI,P4,Closed,Cannot send email in PowerBI,Cannot send email in PowerBI. This is impacting project deadlines.,Fixed send permissions. Tested successfully with user.
TKT-01903,Outlook,P1,Closed,Request access to denied in Outlook,Request access to denied in Outlook. User reports collaborate error affecting productivity.,Implemented configuration change. Issue no longer occurring.
TKT-01904,PowerBI,P1,Closed,Experiencing lag problem with PowerBI,Experiencing lag problem with PowerBI. This is impacting client communication.,Resolved by resetting lag. User confirmed resolved.
TKT-01905,Email,P2,Closed,Email timeout and performance,Email timeout and performance. User has tried clearing cache without success.,Corrected lag performance. Tested successfully with user.
TKT-01906,OneDrive,P2,Closed,Permission denied when access sync,Permission denied when access sync. Error occurs when attempting to edit. folder also affected.,Corrected collaborate denied. Tested successfully with user.
TKT-01907,Outlook,P1,Closed,Request to reset unlock for user account,Request to reset unlock for user account. User reports reset problem affecting productivity.,Implemented patch. Issue no longer occurring.
TKT-01908,Smartsheet,P4,Closed,Intermittent VPN unstable,Intermittent VPN unstable. Error occurs when attempting to connect. latency and timeout also affected.,Resolved timeout blocked. Tested successfully with user.
TKT-01909,PowerBI,P4,Closed,upgrade problem when attempting deploy,upgrade problem when attempting deploy. Error occurs when attempting to update. patch and software and license also affected.,Corrected upgrade failure. Tested successfully with user.
TKT-01910,OneDrive,P2,Closed,upgrade problem when attempting activate,upgrade problem when attempting activate. Error occurs when attempting to update. install and application also affected.,Resolved by reinstalling upgrade. User confirmed working.
TKT-01911,Excel,P4,Closed,Need help with unlock locked,Need help with unlock locked. User has tried clearing cache without success.,Deployed configuration change. Issue no longer occurring.
TKT-01912,Teams,P3,Closed,folder corrupted when trying to move,folder corrupted when trying to move. This is impacting client communication.,Deployed configuration change. Issue no longer occurring.
TKT-01913,Teams,P4,Closed,Need help with account expired,Need help with account expired. This is impacting daily workflow.,Escalated to tier 2. Resolution: reset reconfigured.
TKT-01914,SharePoint,P2,Closed,Cannot delete out-of-office in SharePoint,Cannot delete out-of-office in SharePoint. This is impacting project deadlines.,Resolved by reinstalling out-of-office. User confirmed working.
TKT-01915,Smartsheet,P1,Closed,Cannot forward inbox in Smartsheet,Cannot forward inbox in Smartsheet. This is impacting project deadlines.,Deployed patch. Issue no longer occurring.
TKT-01916,Excel,P4,Closed,Experiencing freeze behavior with Excel,Experiencing freeze behavior with Excel. This is impacting team collaboration.,Deployed patch. Issue no longer occurring.
